신정네거리역 4번출구,37.519899,126.853067,5.5
시흥대야역 1번출구 버스정류장(25676),37.451108,126.793757,1.1
은행고등학교 건너편 버스정류장(25692),37.44436,126.80306,0.63
LG전자베스트샵 은계점 맞은편 은행동입구 정류장(25457),37.438866,126.797367,1.23
신천역 2번출구 앞 신천사거리 버스정류장(25388),37.439186,126.788538,4.97
KB국민은행 범박점,37.471217,126.809587,1.97
소사역 2번 출구 버스정류장(12077),37.482746,126.795077,0.67
뉴대성병원 건너편  KB국민은행 (부천로94),37.492612,126.784929,2.77
꿈마을엘림교회,37.498727,126.781645,1.6
계남중학교 건너편 버스정류장(11214),37.498023,126.773787,1.13
의정부중앙역 2번출구,37.743668,127.04959,12.23
웨딩더낙원,37.738741,127.0427,14.73
은행나무시장 버스정류장(18140),37.451089,126.908906,4.8
스타벅스 금천시흥점,37.448883,126.903231,1.03
다이소 시흥사거리점,37.454428,126.901248,2.63
금천소방서,37.464136,126.897934,3.87
LG전자베스트샵 금천본점,37.469181,126.898472,3.5
명지병원.달빛마을3단지 정류장(19091),37.643162,126.833497,2.37
화정역 2번출구,37.63452,126.832179,3.4
옥빛17단지.롯데마트고양점 정류장(19099),37.626435,126.835785,1.33
행신동삼거리 정류장(19066),37.61926,126.830284,3.83
풍림아파트104동 정류장(40898),37.481778,126.744684,0.9
뉴그린아트빌 정류장(40875),37.483253,126.736107,1.87
새마을금고 정류장(40131),37.484963,126.721475,2.73
신성미소지움 정류장(40102),37.484683,126.716494,4.07
부평삼거리역 3번출구,37.477199,126.709912,1.53
계양3동 행정복지센터 정류장(41526),37.56181,126.755036,2.83
동양주공1.2단지 정류장(41372),37.558832,126.755493,1.4
박촌역 3번출구,37.553299,126.744687,0.93
임학역 3번출구,37.544856,126.738325,6.43
계양센트레빌1단지 버스정류장(41550),37.567062,126.749053,0.3

